transcript	status	logFC_cat	logFC	avetpm	length	eff_length	tpm1	tpm2	isopct1	isopct2	gene	avetpm_cat
ENST00000527563	1	[ 3.38,32.14)	5.37658585203284	0.872994559615502	579	433.596	1.70495	0.0410391192310037	0.00515804638960471	0.00515804638960471	ENSG00000155366	[   0.617,   2.459)
ENST00000528831	1	[ 3.38,32.14)	5.37658585203284	0.289989647704954	463	317.819	0.566347	0.0136322954099072	0.00171338989331855	0.00171338989331855	ENSG00000155366	[   0.192,   0.617)
ENST00000534717	1	[ 3.38,32.14)	5.37658585203284	0.917741323194961	574	428.596	1.79234	0.0431426463899218	0.00542243049118397	0.00542243049118397	ENSG00000155366	[   0.617,   2.459)
ENST00000309276	1	[ 2.40, 3.38)	2.49861475536203	3.33559	1863	1717.55	1.00297	5.66821	0.423998079057927	0.806203210868377	ENSG00000155367	[   2.459,3242.300]
ENST00000359994	0	[ 0.00, 1.51)	0	0.152353	1060	914.552	0.152353	0.152353	0.0644060932417842	0.0216695354945265	ENSG00000155367	[   0.000,   0.192)
ENST00000464951	0	[ 0.00, 1.51)	0	0.111622	2474	2328.55	0.111622	0.111622	0.047187367100316	0.0158762668997003	ENSG00000155367	[   0.000,   0.192)
ENST00000471038	0	[ 0.00, 1.51)	0	0.994799	792	646.552	0.994799	0.994799	0.420543849814797	0.141492666638789	ENSG00000155367	[   0.617,   2.459)
ENST00000471106	0	[ 0.00, 1.51)	0	0.103762	1496	1350.55	0.103762	0.103762	0.0438646107851766	0.0147583200986069	ENSG00000155367	[   0.000,   0.192)
ENST00000482367	0	[ 0.00, 1.51)	0	0	1001	855.552	0	0	0	0	ENSG00000155367	[   0.000,   0.192)
ENST00000486709	0	[ 0.00, 1.51)	0	0	847	701.552	0	0	0	0	ENSG00000155367	[   0.000,   0.192)
ENST00000369626	1	[ 3.38,32.14)	3.5477656258763	13.460105	3910	3764.55	24.7996	2.12061	0.976296420026659	0.778856743152026	ENSG00000155380	[   2.459,3242.300]
ENST00000429288	0	[ 0.00, 1.51)	0	0	865	719.552	0	0	0	0	ENSG00000155380	[   0.000,   0.192)
ENST00000433570	0	[ 0.00, 1.51)	0	0.363955	3117	2971.55	0.363955	0.363955	0.0143279715620737	0.133673238338919	ENSG00000155380	[   0.192,   0.617)
ENST00000443580	0	[ 0.00, 1.51)	0	0	1099	953.552	0	0	0	0	ENSG00000155380	[   0.000,   0.192)
ENST00000458229	0	[ 0.00, 1.51)	0	0	2201	2055.55	0	0	0	0	ENSG00000155380	[   0.000,   0.192)
ENST00000478835	0	[ 0.00, 1.51)	0	0	452	306.913	0	0	0	0	ENSG00000155380	[   0.000,   0.192)
ENST00000481750	0	[ 0.00, 1.51)	0	0.198263	430	285.088	0.198263	0.198263	0.00780510399860261	0.0728179507158554	ENSG00000155380	[   0.192,   0.617)
ENST00000538576	0	[ 0.00, 1.51)	0	0.0398935	4374	4228.55	0.0398935	0.0398935	0.00157050441266526	0.0146520677931988	ENSG00000155380	[   0.000,   0.192)
ENST00000336338	1	[ 3.38,32.14)	4.32117016605562	0.1348764	6924	6778.55	0.0128518	0.256901	0.0662658957868527	0.3726140609408	ENSG00000155761	[   0.000,   0.192)
ENST00000437255	0	[ 0.00, 1.51)	0	0.0469559	3484	3338.55	0.0469559	0.0469559	0.242111982444317	0.0681057239330719	ENSG00000155761	[   0.000,   0.192)
ENST00000463628	1	[ 1.51, 2.40)	2.1046720956161	0.20191005	501	355.719	0.0761781	0.327642	0.392786227286485	0.475218142999698	ENSG00000155761	[   0.192,   0.617)
ENST00000465053	0	[ 0.00, 1.51)	0	0	527	381.719	0	0	0	0	ENSG00000155761	[   0.000,   0.192)
ENST00000466857	0	[ 0.00, 1.51)	0	0	443	297.943	0	0	0	0	ENSG00000155761	[   0.000,   0.192)
ENST00000469128	0	[ 0.00, 1.51)	0	0	598	452.552	0	0	0	0	ENSG00000155761	[   0.000,   0.192)
ENST00000470550	0	[ 0.00, 1.51)	0	0	641	495.552	0	0	0	0	ENSG00000155761	[   0.000,   0.192)
ENST00000473472	0	[ 0.00, 1.51)	0	0	485	339.754	0	0	0	0	ENSG00000155761	[   0.000,   0.192)
ENST00000477444	0	[ 0.00, 1.51)	0	0	513	367.719	0	0	0	0	ENSG00000155761	[   0.000,   0.192)
ENST00000478697	0	[ 0.00, 1.51)	0	0.0579571	613	467.552	0.0579571	0.0579571	0.298835894482345	0.0840620721264301	ENSG00000155761	[   0.000,   0.192)
ENST00000483383	0	[ 0.00, 1.51)	0	0	574	428.596	0	0	0	0	ENSG00000155761	[   0.000,   0.192)
ENST00000486589	0	[ 0.00, 1.51)	0	0	431	286.06	0	0	0	0	ENSG00000155761	[   0.000,   0.192)
ENST00000492438	0	[ 0.00, 1.51)	0	0	706	560.552	0	0	0	0	ENSG00000155761	[   0.000,   0.192)
ENST00000319653	0	[ 0.00, 1.51)	0	0.951317	6434	6288.55	0.951317	0.951317	0.585825613552534	0.585825613552534	ENSG00000155816	[   0.617,   2.459)
ENST00000441342	0	[ 0.00, 1.51)	0	0	602	456.552	0	0	0	0	ENSG00000155816	[   0.000,   0.192)
ENST00000447095	0	[ 0.00, 1.51)	0	0	906	760.552	0	0	0	0	ENSG00000155816	[   0.000,   0.192)
ENST00000463398	0	[ 0.00, 1.51)	0	0	571	425.596	0	0	0	0	ENSG00000155816	[   0.000,   0.192)
ENST00000496950	0	[ 0.00, 1.51)	0	0.5226	693	547.552	0.5226	0.5226	0.32181960970166	0.32181960970166	ENSG00000155816	[   0.192,   0.617)
ENST00000543681	0	[ 0.00, 1.51)	0	0.0307961	2902	2756.55	0.0307961	0.0307961	0.0189643874518433	0.0189643874518433	ENSG00000155816	[   0.000,   0.192)
ENST00000545751	0	[ 0.00, 1.51)	0	0.119178	1632	1486.55	0.119178	0.119178	0.0733903892939619	0.0733903892939619	ENSG00000155816	[   0.000,   0.192)
ENST00000404129	0	[ 0.00, 1.51)	0	0	2834	2688.55	0	0	0	0	ENSG00000156097	[   0.000,   0.192)
ENST00000469383	0	[ 0.00, 1.51)	0	0	2557	2411.55	0	0	0	0	ENSG00000156097	[   0.000,   0.192)
ENST00000526744	0	[ 0.00, 1.51)	0	0.143249	595	449.552	0.143249	0.143249	0.792162266932621	0.329102262493337	ENSG00000156097	[   0.000,   0.192)
ENST00000527748	1	[ 2.40, 3.38)	2.95789531658631	0.16480345	4921	4775.55	0.0375839	0.292023	0.207837733067379	0.670897737506662	ENSG00000156097	[   0.000,   0.192)
ENST00000533959	0	[ 0.00, 1.51)	0	0	595	449.552	0	0	0	0	ENSG00000156097	[   0.000,   0.192)
ENST00000369792	0	[ 0.00, 1.51)	0	0	1771	1625.55	0	0	0	0	ENSG00000156150	[   0.000,   0.192)
ENST00000286692	0	[ 0.00, 1.51)	0	8.42061	2246	2100.55	8.42061	8.42061	0.146154490186449	0.146154490186449	ENSG00000156171	[   2.459,3242.300]
ENST00000461449	0	[ 0.00, 1.51)	0	9.13341	611	465.552	9.13341	9.13341	0.158526387306124	0.158526387306124	ENSG00000156171	[   2.459,3242.300]
ENST00000462092	0	[ 0.00, 1.51)	0	22.3662	802	656.552	22.3662	22.3662	0.388204721321634	0.388204721321634	ENSG00000156171	[   2.459,3242.300]
ENST00000463682	0	[ 0.00, 1.51)	0	1.56702	688	542.552	1.56702	1.56702	0.027198386959136	0.027198386959136	ENSG00000156171	[   0.617,   2.459)
ENST00000477588	0	[ 0.00, 1.51)	0	0.383497	502	356.719	0.383497	0.383497	0.00665626463201987	0.00665626463201987	ENSG00000156171	[   0.192,   0.617)
ENST00000477769	0	[ 0.00, 1.51)	0	0.335874	268	130.087	0.335874	0.335874	0.00582968374463175	0.00582968374463175	ENSG00000156171	[   0.192,   0.617)
ENST00000480600	0	[ 0.00, 1.51)	0	0.699065	692	546.552	0.699065	0.699065	0.0121335020482115	0.0121335020482115	ENSG00000156171	[   0.617,   2.459)
ENST00000484310	0	[ 0.00, 1.51)	0	8.90697	1872	1726.55	8.90697	8.90697	0.154596123019116	0.154596123019116	ENSG00000156171	[   2.459,3242.300]
ENST00000490780	0	[ 0.00, 1.51)	0	2.80144	769	623.552	2.80144	2.80144	0.0486239161994116	0.0486239161994116	ENSG00000156171	[   2.459,3242.300]
ENST00000496430	0	[ 0.00, 1.51)	0	3.00036	883	737.552	3.00036	3.00036	0.0520765225055923	0.0520765225055923	ENSG00000156171	[   2.459,3242.300]
ENST00000539140	0	[ 0.00, 1.51)	0	1.19704e-07	1883	1737.55	1.19704e-07	1.19704e-07	2.07767336253297e-09	2.07767336253297e-09	ENSG00000156171	[   0.000,   0.192)
ENST00000287474	1	  Inf	Inf	1.8717494891419	2642	2496.55	0	3.74349897828381	0	0.705185745106376	ENSG00000156869	[   0.617,   2.459)
ENST00000370176	1	  Inf	Inf	0.148734	1304	1158.55	0.297468	0	0.0560358622887809	0	ENSG00000156869	[   0.000,   0.192)
ENST00000414213	1	[ 1.51, 2.40)	1.82261801004031	2.80753242312892	2706	2560.55	4.37751	1.23755484625783	0.824618269957647	0.233125757862081	ENSG00000156869	[   2.459,3242.300]
ENST00000489209	0	[ 0.00, 1.51)	0	0	394	249.403	0	0	0	0	ENSG00000156869	[   0.000,   0.192)
ENST00000492943	1	[ 0.00, 1.51)	0.952075213005649	0.480513087729179	440	294.972	0.633551	0.327475175458359	0.119345867753572	0.0616884970315428	ENSG00000156869	[   0.192,   0.617)
ENST00000370152	1	  Inf	Inf	12.69005	2777	2631.55	25.3801	0	0.992518326223377	0	ENSG00000156875	[   2.459,3242.300]
ENST00000421661	1	[ 3.38,32.14)	7.06242322322514	12.881367	467	321.787	0.191317	25.571417	0.00748167377662333	1	ENSG00000156875	[   2.459,3242.300]
ENST00000287482	1	[ 1.51, 2.40)	2.31187224375934	1.33509658395072	3880	3734.55	2.22257	0.44762316790143	0.923991851667082	0.923991851667082	ENSG00000156876	[   0.617,   2.459)
ENST00000462159	0	[ 0.00, 1.51)	0	0	3972	3826.55	0	0	0	0	ENSG00000156876	[   0.000,   0.192)
ENST00000535161	1	[ 1.51, 2.40)	2.31187224375934	0.109825881049285	2175	2029.55	0.18283	0.0368217620985699	0.0760081483329176	0.0760081483329176	ENSG00000156876	[   0.000,   0.192)
ENST00000367547	0	[ 0.00, 1.51)	0	0	2317	2171.55	0	0	0	0	ENSG00000157060	[   0.000,   0.192)
ENST00000423786	0	[ 0.00, 1.51)	0	0	1722	1576.55	0	0	0	0	ENSG00000157060	[   0.000,   0.192)
ENST00000467208	0	[ 0.00, 1.51)	0	0	692	546.552	0	0	0	0	ENSG00000157060	[   0.000,   0.192)
ENST00000483655	0	[ 0.00, 1.51)	0	0	2023	1877.55	0	0	0	0	ENSG00000157060	[   0.000,   0.192)
ENST00000488956	0	[ 0.00, 1.51)	0	0	2540	2394.55	0	0	0	0	ENSG00000157060	[   0.000,   0.192)
ENST00000497549	0	[ 0.00, 1.51)	0	0.0695378	939	793.552	0.0695378	0.0695378	1	1	ENSG00000157060	[   0.000,   0.192)
ENST00000287713	1	  Inf	Inf	0.4948875	5663	5517.55	0.989775	0	0.830617781192704	0	ENSG00000157064	[   0.192,   0.617)
ENST00000294868	1	[ 3.38,32.14)	24.1207244505918	0.59185602334505	5448	5302.55	6.4891e-08	1.1837119817991	5.44564354922844e-08	0.993369422235546	ENSG00000157064	[   0.192,   0.617)
ENST00000464047	1	[ 3.38,32.14)	4.79355200639254	0.104557898976054	623	477.552	0.201838	0.00727779795210834	0.169382164350861	0.00610751775600418	ENSG00000157064	[   0.000,   0.192)
ENST00000473046	1	  Inf	Inf	0.000311642569895602	1573	1427.55	0	0.000623285139791205	0	0.000523060008450158	ENSG00000157064	[   0.000,   0.192)
ENST00000287727	1	  Inf	Inf	2.927955	4914	4768.55	5.85591	0	0.79073107425087	0	ENSG00000157077	[   2.459,3242.300]
ENST00000357206	1	  Inf	Inf	0.1460285	4567	4421.55	0.292057	0	0.0394368331057831	0	ENSG00000157077	[   0.000,   0.192)
ENST00000361625	1	[ 3.38,32.14)	4.19475512975276	0.585708836069698	2625	2479.55	0.060656	1.1107616721394	0.00819045785194116	0.149987580110944	ENSG00000157077	[   0.192,   0.617)
ENST00000371591	1	[ 2.40, 3.38)	2.82012048355759	0.60734190303329	4874	4728.55	1.06402	0.150663806066579	0.143675991882459	0.0203443279049287	ENSG00000157077	[   0.192,   0.617)
ENST00000469134	1	[ 3.38,32.14)	5.52922183405209	3.13865676089701	859	713.552	0.133048	6.14426552179402	0.0179656429089466	0.829668091984127	ENSG00000157077	[   2.459,3242.300]
ENST00000361249	0	[ 0.00, 1.51)	0	0	2356	2210.55	0	0	0	0	ENSG00000157131	[   0.000,   0.192)
ENST00000287859	1	  Inf	Inf	5.1282	3792	3646.55	10.2564	0	0.696157733850599	0	ENSG00000157181	[   2.459,3242.300]
ENST00000367470	1	[ 3.38,32.14)	3.50474270412798	8.015404	3823	3677.55	1.29794	14.732868	0.0880982575829771	1	ENSG00000157181	[   2.459,3242.300]
ENST00000419367	1	  Inf	Inf	0.2904145	1915	1769.55	0.580829	0	0.0394240279625121	0	ENSG00000157181	[   0.192,   0.617)
ENST00000432021	0	[ 0.00, 1.51)	0	0	1296	1150.55	0	0	0	0	ENSG00000157181	[   0.000,   0.192)
ENST00000461662	1	  Inf	Inf	0.3325795	503	357.719	0.665159	0	0.0451479644017716	0	ENSG00000157181	[   0.192,   0.617)
ENST00000478571	1	  Inf	Inf	0.96627	382	237.694	1.93254	0	0.131172016202141	0	ENSG00000157181	[   0.617,   2.459)
ENST00000371486	1	[ 0.00, 1.51)	0.00574632301984202	18.2838125998059	3094	2948.55	18.2474	18.3202251996117	0.996024683905829	0.999999808933156	ENSG00000157184	[   2.459,3242.300]
ENST00000468572	1	[ 3.38,32.14)	14.3447045145585	0.0364161001941357	732	586.552	0.0728287	3.50038827141917e-06	0.00397531609417081	1.91066843582535e-07	ENSG00000157184	[   0.000,   0.192)
ENST00000337132	0	[ 0.00, 1.51)	0	38.3802	2070	1924.55	38.3802	38.3802	0.848922075862449	0.848922075862449	ENSG00000157191	[   2.459,3242.300]
ENST00000406746	0	[ 0.00, 1.51)	0	0.192284	1291	1145.55	0.192284	0.192284	0.0042530818608328	0.0042530818608328	ENSG00000157191	[   0.000,   0.192)
ENST00000443980	0	[ 0.00, 1.51)	0	2.99847	1929	1783.55	2.99847	2.99847	0.066322410430672	0.066322410430672	ENSG00000157191	[   2.459,3242.300]
ENST00000457722	0	[ 0.00, 1.51)	0	0	935	789.552	0	0	0	0	ENSG00000157191	[   0.000,   0.192)
ENST00000459640	0	[ 0.00, 1.51)	0	0	981	835.552	0	0	0	0	ENSG00000157191	[   0.000,   0.192)
ENST00000486390	0	[ 0.00, 1.51)	0	1.27976	572	426.596	1.27976	1.27976	0.028306692404045	0.028306692404045	ENSG00000157191	[   0.617,   2.459)
ENST00000492095	0	[ 0.00, 1.51)	0	0	1787	1641.55	0	0	0	0	ENSG00000157191	[   0.000,   0.192)
ENST00000496239	0	[ 0.00, 1.51)	0	0.460456	4619	4473.55	0.460456	0.460456	0.0101847114752742	0.0101847114752742	ENSG00000157191	[   0.192,   0.617)
ENST00000504551	0	[ 0.00, 1.51)	0	0	768	622.552	0	0	0	0	ENSG00000157191	[   0.000,   0.192)
ENST00000504858	0	[ 0.00, 1.51)	0	0.191082	727	581.552	0.191082	0.191082	0.00422649512248369	0.00422649512248369	ENSG00000157191	[   0.000,   0.192)
ENST00000508680	0	[ 0.00, 1.51)	0	0.378439	470	324.787	0.378439	0.378439	0.00837059789858597	0.00837059789858597	ENSG00000157191	[   0.192,   0.617)
ENST00000509727	0	[ 0.00, 1.51)	0	1.13116	550	404.68	1.13116	1.13116	0.0250198460490713	0.0250198460490713	ENSG00000157191	[   0.617,   2.459)
ENST00000513161	0	[ 0.00, 1.51)	0	0.198659	713	567.552	0.198659	0.198659	0.00439408889658621	0.00439408889658621	ENSG00000157191	[   0.192,   0.617)
ENST00000306052	0	[ 0.00, 1.51)	0	1.24822	4467	4321.55	1.24822	1.24822	0.485251027079427	0.485251027079427	ENSG00000157193	[   0.617,   2.459)
ENST00000347547	0	[ 0.00, 1.51)	0	0.121159	2382	2236.55	0.121159	0.121159	0.0471010953116568	0.0471010953116568	ENSG00000157193	[   0.000,   0.192)
ENST00000354412	0	[ 0.00, 1.51)	0	0	2553	2407.55	0	0	0	0	ENSG00000157193	[   0.000,   0.192)
ENST00000371454	0	[ 0.00, 1.51)	0	0	3322	3176.55	0	0	0	0	ENSG00000157193	[   0.000,   0.192)
ENST00000459674	0	[ 0.00, 1.51)	0	0.0917041	3300	3154.55	0.0917041	0.0917041	0.0356503731012117	0.0356503731012117	ENSG00000157193	[   0.000,   0.192)
ENST00000460214	0	[ 0.00, 1.51)	0	0	775	629.552	0	0	0	0	ENSG00000157193	[   0.000,   0.192)
ENST00000465675	0	[ 0.00, 1.51)	0	0.281378	2670	2524.55	0.281378	0.281378	0.109386937797468	0.109386937797468	ENSG00000157193	[   0.192,   0.617)
ENST00000475501	0	[ 0.00, 1.51)	0	0.297564	721	575.552	0.297564	0.297564	0.115679316644392	0.115679316644392	ENSG00000157193	[   0.192,   0.617)
ENST00000480045	0	[ 0.00, 1.51)	0	0	3231	3085.55	0	0	0	0	ENSG00000157193	[   0.000,   0.192)
ENST00000481431	0	[ 0.00, 1.51)	0	0	627	481.552	0	0	0	0	ENSG00000157193	[   0.000,   0.192)
ENST00000496580	0	[ 0.00, 1.51)	0	0	507	361.719	0	0	0	0	ENSG00000157193	[   0.000,   0.192)
ENST00000529670	0	[ 0.00, 1.51)	0	0.532293	660	514.552	0.532293	0.532293	0.206931250065845	0.206931250065845	ENSG00000157193	[   0.192,   0.617)
ENST00000371330	0	[ 0.00, 1.51)	0	0	2723	2577.55	0	0	0	0	ENSG00000157211	[   0.000,   0.192)
ENST00000530059	1	[ 1.51, 2.40)	2.06124492993932	0.5978195	497	351.754	0.23111	0.964529	1	1	ENSG00000157211	[   0.192,   0.617)
ENST00000326956	0	[ 0.00, 1.51)	0	0.212599	1822	1676.55	0.212599	0.212599	0.00544441919694849	0.00544441919694849	ENSG00000157216	[   0.192,   0.617)
ENST00000357475	0	[ 0.00, 1.51)	0	0.769651	1533	1387.55	0.769651	0.769651	0.0197098889428012	0.0197098889428012	ENSG00000157216	[   0.617,   2.459)
ENST00000371319	0	[ 0.00, 1.51)	0	15.2164	1578	1432.55	15.2164	15.2164	0.389674741030988	0.389674741030988	ENSG00000157216	[   2.459,3242.300]
ENST00000371320	0	[ 0.00, 1.51)	0	4.08309	2077	1931.55	4.08309	4.08309	0.104563302644266	0.104563302644266	ENSG00000157216	[   2.459,3242.300]
ENST00000417664	0	[ 0.00, 1.51)	0	0.23173	1666	1520.55	0.23173	0.23173	0.00593434240287524	0.00593434240287524	ENSG00000157216	[   0.192,   0.617)
ENST00000420121	0	[ 0.00, 1.51)	0	0	593	447.552	0	0	0	0	ENSG00000157216	[   0.000,   0.192)
ENST00000426150	0	[ 0.00, 1.51)	0	3.78778	851	705.552	3.78778	3.78778	0.0970007485727475	0.0970007485727475	ENSG00000157216	[   2.459,3242.300]
ENST00000444533	0	[ 0.00, 1.51)	0	0	560	414.639	0	0	0	0	ENSG00000157216	[   0.000,   0.192)
ENST00000448572	0	[ 0.00, 1.51)	0	0.175441	454	308.913	0.175441	0.175441	0.00449284497260965	0.00449284497260965	ENSG00000157216	[   0.000,   0.192)
ENST00000525990	0	[ 0.00, 1.51)	0	3.19408	701	555.552	3.19408	3.19408	0.0817967651239621	0.0817967651239621	ENSG00000157216	[   2.459,3242.300]
ENST00000528787	0	[ 0.00, 1.51)	0	0.371516	577	431.596	0.371516	0.371516	0.00951410327599619	0.00951410327599619	ENSG00000157216	[   0.192,   0.617)
ENST00000528930	0	[ 0.00, 1.51)	0	10.2101	862	716.552	10.2101	10.2101	0.261469077666234	0.261469077666234	ENSG00000157216	[   2.459,3242.300]
ENST00000530618	0	[ 0.00, 1.51)	0	0	524	378.719	0	0	0	0	ENSG00000157216	[   0.000,   0.192)
ENST00000533209	0	[ 0.00, 1.51)	0	0.79659	552	406.68	0.79659	0.79659	0.0203997661705709	0.0203997661705709	ENSG00000157216	[   0.617,   2.459)
ENST00000533946	0	[ 0.00, 1.51)	0	0	431	286.06	0	0	0	0	ENSG00000157216	[   0.000,   0.192)
ENST00000288048	0	[ 0.00, 1.51)	0	0.040397	3764	3618.55	0.040397	0.040397	0.463084601752057	0.463084601752057	ENSG00000157330	[   0.000,   0.192)
ENST00000376210	0	[ 0.00, 1.51)	0	0	695	549.552	0	0	0	0	ENSG00000157330	[   0.000,   0.192)
ENST00000474179	0	[ 0.00, 1.51)	0	0.0468376	724	578.552	0.0468376	0.0468376	0.536915398247943	0.536915398247943	ENSG00000157330	[   0.000,   0.192)
ENST00000330087	0	[ 0.00, 1.51)	0	0.0110905	1863	1717.55	0.0110905	0.0110905	1	1	ENSG00000157358	[   0.000,   0.192)
ENST00000378424	1	[ 3.38,32.14)	21.8020408120501	0.951560879925687	2765	2619.55	5.20473e-07	1.90312123937837	2.51694375654196e-08	0.0920326149751438	ENSG00000157870	[   0.617,   2.459)
ENST00000378425	1	[ 1.51, 2.40)	1.63091147937262	6.13101903108076	2709	2563.55	9.26917	2.99286806216152	0.448245721868878	0.144731438195858	ENSG00000157870	[   2.459,3242.300]
ENST00000378427	1	[ 2.40, 3.38)	3.12406209044224	4.59318843284935	2689	2543.55	8.24112	0.945256865698694	0.398530481521867	0.0457114656562156	ENSG00000157870	[   2.459,3242.300]
ENST00000419916	1	[ 3.38,32.14)	23.2694793674629	0.326358598548962	2749	2603.55	6.45526e-08	0.652717132545323	3.12168476632891e-09	0.0315646020359927	ENSG00000157870	[   0.192,   0.617)
ENST00000444521	1	[ 0.00, 1.51)	0.516618716702658	0.323268591054957	2758	2612.55	0.380538	0.265999182109915	0.0184023521532714	0.0128633950398353	ENSG00000157870	[   0.192,   0.617)
ENST00000464043	1	  Inf	Inf	2.05438590787176	946	800.552	0	4.10877181574353	0	0.198695178591229	ENSG00000157870	[   0.617,   2.459)
ENST00000465233	1	[ 1.51, 2.40)	1.97188506345827	2.56354991316458	589	443.596	1.0415	4.08559982632916	0.0503656658931098	0.197574609530333	ENSG00000157870	[   2.459,3242.300]
ENST00000474659	1	  Inf	Inf	0.132628	785	639.552	0.265256	0	0.012827455662163	0	ENSG00000157870	[   0.000,   0.192)
ENST00000476686	1	[ 0.00, 1.51)	0.33704963786935	0.499903215218809	2506	2360.55	0.558034	0.441772430437618	0.0269858415756079	0.0213635742988076	ENSG00000157870	[   0.192,   0.617)
ENST00000477045	1	[ 0.00, 1.51)	0.287102514591702	0.252035652180101	619	473.552	0.22704	0.277031304360202	0.0109793766532613	0.0133968949758409	ENSG00000157870	[   0.192,   0.617)
ENST00000481683	1	  Inf	Inf	0.136426745977885	689	543.552	0	0.272853491955769	0	0.0131948610788407	ENSG00000157870	[   0.000,   0.192)
ENST00000484099	1	[ 0.00, 1.51)	0.843127841163408	0.419357112489772	2577	2431.55	0.300191	0.538523224979544	0.0145168695248378	0.026042324363898	ENSG00000157870	[   0.192,   0.617)
ENST00000493183	1	[ 0.00, 1.51)	1.350160168221	0.702640070115639	840	694.552	0.39592	1.00936014023128	0.019146206855881	0.0488114215926173	ENSG00000157870	[   0.617,   2.459)
ENST00000498083	1	  Inf	Inf	1.48847971505803	464	318.819	0	2.97695943011606	0	0.143962116211779	ENSG00000157870	[   0.617,   2.459)
ENST00000537325	1	  Inf	Inf	0.103967719489303	1096	950.552	0	0.207935438978606	0	0.0100555034536088	ENSG00000157870	[   0.000,   0.192)
ENST00000355716	0	[ 0.00, 1.51)	0	32.1919	1707	1561.55	32.1919	32.1919	0.500885592502103	0.500885592502103	ENSG00000157873	[   2.459,3242.300]
ENST00000409119	0	[ 0.00, 1.51)	0	0.636848	896	750.552	0.636848	0.636848	0.00990895187341471	0.00990895187341471	ENSG00000157873	[   0.617,   2.459)
ENST00000426449	0	[ 0.00, 1.51)	0	0	660	514.552	0	0	0	0	ENSG00000157873	[   0.000,   0.192)
ENST00000434817	0	[ 0.00, 1.51)	0	1.46223	834	688.552	1.46223	1.46223	0.0227513734797993	0.0227513734797993	ENSG00000157873	[   0.617,   2.459)
ENST00000435221	0	[ 0.00, 1.51)	0	3.90652	1225	1079.55	3.90652	3.90652	0.0607829790978884	0.0607829790978884	ENSG00000157873	[   2.459,3242.300]
ENST00000442392	0	[ 0.00, 1.51)	0	4.72405	840	694.552	4.72405	4.72405	0.0735032285531317	0.0735032285531317	ENSG00000157873	[   2.459,3242.300]
ENST00000451778	0	[ 0.00, 1.51)	0	1.2937	827	681.552	1.2937	1.2937	0.0201291533280102	0.0201291533280102	ENSG00000157873	[   0.617,   2.459)
ENST00000463471	0	[ 0.00, 1.51)	0	2.88047	4255	4109.55	2.88047	2.88047	0.044818290397104	0.044818290397104	ENSG00000157873	[   2.459,3242.300]
ENST00000463835	0	[ 0.00, 1.51)	0	1.9079	872	726.552	1.9079	1.9079	0.0296857166534054	0.0296857166534054	ENSG00000157873	[   0.617,   2.459)
ENST00000466750	0	[ 0.00, 1.51)	0	5.8125	2603	2457.55	5.8125	5.8125	0.0904388217662975	0.0904388217662975	ENSG00000157873	[   2.459,3242.300]
ENST00000471768	0	[ 0.00, 1.51)	0	0	539	393.68	0	0	0	0	ENSG00000157873	[   0.000,   0.192)
ENST00000475523	0	[ 0.00, 1.51)	0	1.1169	1645	1499.55	1.1169	1.1169	0.0173782572095962	0.0173782572095962	ENSG00000157873	[   0.617,   2.459)
ENST00000480305	0	[ 0.00, 1.51)	0	3.43825	494	348.754	3.43825	3.43825	0.0534969942258877	0.0534969942258877	ENSG00000157873	[   2.459,3242.300]
ENST00000482074	0	[ 0.00, 1.51)	0	0	957	811.552	0	0	0	0	ENSG00000157873	[   0.000,   0.192)
ENST00000482602	0	[ 0.00, 1.51)	0	0.187918	434	289.06	0.187918	0.187918	0.0029238851627835	0.0029238851627835	ENSG00000157873	[   0.000,   0.192)
ENST00000496064	0	[ 0.00, 1.51)	0	4.71078	1480	1334.55	4.71078	4.71078	0.0732967557505787	0.0732967557505787	ENSG00000157873	[   2.459,3242.300]
ENST00000378466	1	[ 3.38,32.14)	4.08289387461667	54.1240855266843	2649	2503.55	6.0318	102.216371053369	0.677197618430769	0.677197618430769	ENSG00000157881	[   2.459,3242.300]
ENST00000435556	0	[ 0.00, 1.51)	0	0	2524	2378.55	0	0	0	0	ENSG00000157881	[   0.000,   0.192)
ENST00000468002	1	[ 3.38,32.14)	4.08289387461667	3.24505828078537	670	524.552	0.361642	6.12847456157073	0.0406019929580789	0.0406019929580789	ENSG00000157881	[   2.459,3242.300]
ENST00000471361	1	[ 3.38,32.14)	4.08289387461667	3.42192751547758	722	576.552	0.381353	6.46250203095515	0.042814971216126	0.042814971216126	ENSG00000157881	[   2.459,3242.300]
ENST00000486396	1	[ 3.38,32.14)	4.08289387461667	4.60582346630812	879	733.552	0.513291	8.69835593261624	0.0576278130511535	0.0576278130511535	ENSG00000157881	[   2.459,3242.300]
ENST00000487804	1	[ 3.38,32.14)	4.08289387461667	0.458724012781451	718	572.552	0.051122	0.866326025562902	0.00573952993292512	0.00573952993292512	ENSG00000157881	[   0.192,   0.617)
ENST00000491212	0	[ 0.00, 1.51)	0	0	725	579.552	0	0	0	0	ENSG00000157881	[   0.000,   0.192)
ENST00000502512	1	[ 3.38,32.14)	4.08289387461667	8.0735856959457	706	560.552	0.899752	15.2474193918914	0.101016265721397	0.101016265721397	ENSG00000157881	[   2.459,3242.300]
